origin_minutes,delta_pr,delta_roc,delta_brier,delta_log_loss
30,0.010727386780377747,0.0753348214285714,0.005018351763577671,0.017552609318155943
45,0.0412122640241992,0.0852607709750568,0.005625991477572291,0.02061620454498181
