rep,storm_roc_auc,background_roc_auc,storm_pr_auc,background_pr_auc,storm_brier,background_brier,storm_log_loss,background_log_loss
121,0.4727272727272727,0.6286713286713287,0.10186697683429419,0.18472188023767816,0.14051027620558043,0.14869879569173422,0.4472908682705647,0.4605273921629607
122,0.45244755244755247,0.6286713286713287,0.09814871363348301,0.18472188023767816,0.14386355168086623,0.14869879569173422,0.4590871500249599,0.4605273921629606
123,0.5370629370629371,0.6286713286713287,0.11219328363246114,0.18472188023767816,0.1135151173243693,0.14869879569173422,0.3868123721550714,0.4605273921629607
124,0.6783216783216783,0.6286713286713287,0.16121886932055407,0.18472188023767816,0.11396865867525424,0.1486987956917343,0.38565498406285803,0.46052739216296074
125,0.5671328671328671,0.6286713286713287,0.12491097606375248,0.18472188023767816,0.12380862233289719,0.1486987956917343,0.4071186825107969,0.46052739216296074
126,0.5104895104895105,0.6286713286713287,0.10575082483043939,0.18472188023767816,0.15709355434806077,0.14869879569173422,0.4865270244404004,0.46052739216296074
127,0.5811188811188811,0.6286713286713287,0.127335762828405,0.18472188023767816,0.12184298063178838,0.14869879569173422,0.4061833637844625,0.4605273921629607
128,0.5286713286713287,0.6286713286713287,0.10974383009490778,0.18472188023767816,0.1219305351378555,0.1486987956917343,0.4089989217910353,0.46052739216296074
129,0.606993006993007,0.6286713286713287,0.13776150334287365,0.18472188023767816,0.11019299054799897,0.14869879569173422,0.3797317569179625,0.4605273921629607
130,0.5055944055944056,0.6286713286713287,0.10613182987530334,0.18472188023767816,0.1425847764190951,0.14869879569173422,0.45125683625384355,0.4605273921629606
131,0.4993006993006993,0.6286713286713287,0.10802676104437474,0.18472188023767816,0.1341985207634933,0.1486987956917343,0.4345800417872725,0.46052739216296074
132,0.5636363636363637,0.6286713286713287,0.12185731850879371,0.18472188023767816,0.11537905583633956,0.14869879569173422,0.39421739733946276,0.46052739216296074
133,0.541958041958042,0.6286713286713287,0.11800256628537331,0.18472188023767816,0.11251919517472674,0.14869879569173422,0.3851405027569654,0.4605273921629607
134,0.46223776223776225,0.6286713286713287,0.09973008574624578,0.18472188023767816,0.12456029114645582,0.14869879569173422,0.41516067165152376,0.4605273921629606
135,0.4769230769230769,0.6286713286713287,0.09944165704964836,0.18472188023767816,0.1604615929558588,0.14869879569173422,0.49117691359891774,0.4605273921629607
136,0.6727272727272727,0.6286713286713287,0.15574051460197555,0.18472188023767816,0.11123416315259317,0.14869879569173422,0.3786085908520989,0.46052739216296074
137,0.6741258741258741,0.6286713286713287,0.16643521733717936,0.18472188023767816,0.11611584856762541,0.14869879569173422,0.3910006005978591,0.4605273921629607
