period_id,panel_group,origin_minutes,period_start_utc,t0,target_end,grid_lat,grid_lon,pre_coverage_fraction,pre_coverage_eligible,future_coverage_fraction,future_coverage_eligible,both_coverage_eligible,cape,t2m,d2m,t_500,shear_850_500,shear_850_300,pre_cmax_dbz,pre_n_area5,pre_n_area10,future_storm,future_hail
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.625,-91.875,1.0,True,1.0,True,True,2494.0,294.511962890625,291.539794921875,260.042724609375,21.65578555702531,29.61404903867395,50.5,13,9,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.625,-91.625,1.0,True,1.0,True,True,2246.375,294.592041015625,291.223388671875,259.890380859375,21.60902577173266,30.248818844749124,51.5,6,0,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.625,-91.375,1.0,True,1.0,True,True,2167.625,294.672119140625,291.178466796875,259.883544921875,22.108849301529055,30.43653003642404,55.5,2,0,0,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.625,-91.125,0.8,True,1.0,True,True,1913.125,295.511962890625,291.660888671875,259.996826171875,22.916037824577394,30.17301402107816,56.5,12,11,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.625,-90.875,1.0,True,1.0,True,True,1689.875,295.650634765625,292.000732421875,260.162841796875,24.012481915646873,29.695718668996918,63.5,15,15,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.625,-88.875,1.0,True,1.0,True,True,949.625,297.166259765625,291.473388671875,260.343505859375,26.816639949633913,35.10693940647532,30.5,0,0,0,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.625,-88.625,1.0,True,1.0,True,True,950.5,297.250244140625,291.526123046875,260.440185546875,26.448839377879175,35.158605188403506,37.5,1,0,0,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.375,-91.875,1.0,True,1.0,True,True,2360.5,295.802978515625,291.772216796875,260.006591796875,18.087802528824426,26.716479964448737,51.0,12,11,0,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.375,-91.625,1.0,True,1.0,True,True,2372.5,295.687744140625,291.471435546875,259.997802734375,19.230146143104935,27.357900204335255,30.5,0,0,0,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.375,-91.375,1.0,True,1.0,True,True,2293.375,295.769775390625,291.426513671875,260.064208984375,20.645823237814206,27.26391953416745,50.0,1,0,0,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.375,-91.125,1.0,True,1.0,True,True,2255.375,295.623291015625,291.506591796875,260.176513671875,22.36366322555574,27.25356031195458,57.5,5,4,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.375,-90.875,1.0,True,1.0,True,True,2173.5,295.636962890625,291.768310546875,260.375732421875,24.216553456791143,27.41323297163807,50.5,6,1,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.375,-88.875,1.0,True,1.0,True,True,1314.125,296.494384765625,291.789794921875,260.698974609375,24.608384558732308,33.088665547188704,36.5,0,0,0,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.375,-88.625,1.0,True,1.0,True,True,1315.0,296.578369140625,291.842529296875,260.813232421875,24.27800202465058,33.01144716947724,36.5,0,0,0,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.125,-91.875,1.0,True,1.0,True,True,2204.0,295.685791015625,291.596435546875,260.459716796875,16.938152040296256,24.02968335886356,56.5,15,15,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.125,-91.625,1.0,True,1.0,True,True,2304.75,295.510009765625,291.297607421875,260.572021484375,18.689461755032998,24.051377863051126,59.0,13,10,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.125,-91.375,1.0,True,1.0,True,True,2282.25,295.271728515625,291.176513671875,260.551513671875,20.36859190988017,23.668722732014963,60.0,13,11,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.125,-91.125,1.0,True,1.0,True,True,2210.375,295.064697265625,291.262451171875,260.484130859375,22.289916120129543,24.16233247144285,43.5,2,0,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.125,-89.125,1.0,True,0.9333333333333333,True,True,1474.625,296.084228515625,292.135498046875,261.139404296875,23.439605119917413,30.67969295087995,50.5,7,6,0,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.125,-88.875,1.0,True,1.0,True,True,1421.75,296.150634765625,292.108154296875,261.059326171875,22.709785017534983,31.086042328597202,52.0,15,15,0,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,38.125,-88.625,1.0,True,1.0,True,True,1395.75,296.113525390625,292.041748046875,261.155029296875,22.31417351547536,30.818201958659344,46.0,12,6,0,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,37.875,-91.875,1.0,True,1.0,True,True,2283.0,294.978759765625,291.526123046875,261.250732421875,18.283164052964295,23.248218887119066,65.0,15,15,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,37.875,-91.625,1.0,True,1.0,True,True,2273.25,294.295166015625,291.028076171875,261.309326171875,19.448087338739292,22.64371605531732,65.5,11,9,1,1
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,37.875,-91.375,0.8666666666666667,True,1.0,True,True,2253.0,294.056884765625,290.885498046875,261.130615234375,20.71821609950646,22.33202320537327,56.0,2,2,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,37.875,-88.875,1.0,True,1.0,True,True,1268.375,296.092041015625,292.408935546875,261.388427734375,21.536736704207097,29.408797928362066,59.5,15,15,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,37.875,-88.625,1.0,True,1.0,True,True,1254.125,295.970947265625,292.322998046875,261.416748046875,21.029588392825595,29.052302664338157,62.0,15,15,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,37.625,-91.875,1.0,True,1.0,True,True,2373.875,293.517822265625,291.240966796875,261.859130859375,19.98657504658175,24.558818977323796,61.5,15,15,1,1
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,37.625,-91.625,1.0,True,1.0,True,True,2352.75,292.767822265625,290.729248046875,261.745849609375,20.43560423503895,23.955758171958884,58.5,15,12,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,37.625,-88.875,1.0,True,1.0,True,True,1118.125,295.718994140625,292.416748046875,261.704833984375,21.231473863514147,27.945064040049772,59.0,15,15,1,0
active_20240508,primary,30,2024-05-08 21:00:00,2024-05-08 21:30:00,2024-05-08 22:00:00,37.625,-88.625,1.0,True,1.0,True,True,1145.25,295.683837890625,292.610107421875,261.637451171875,20.47374554893502,27.495648022235468,65.5,15,15,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,39.875,-89.625,1.0,True,1.0,True,True,0.0,297.843994140625,285.340576171875,258.710693359375,32.31200362993347,39.63526131475133,43.0,1,0,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,39.875,-89.375,1.0,True,1.0,True,True,0.0,298.090087890625,285.248779296875,258.770263671875,31.250408061239227,38.820637276739795,39.5,3,1,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,39.875,-89.125,1.0,True,1.0,True,True,0.0,297.902587890625,285.684326171875,258.914794921875,30.184815216345214,38.04385292642773,40.0,0,0,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,39.875,-88.875,1.0,True,1.0,True,True,0.0,297.963134765625,285.840576171875,259.137451171875,29.20999107655485,37.2919531615105,38.5,0,0,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,39.875,-88.625,1.0,True,1.0,True,True,0.0,298.111572265625,285.897216796875,259.364013671875,28.54516399124583,36.680836592603114,27.0,0,0,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,39.625,-91.375,0.8666666666666667,True,0.8,True,True,42.25,293.240478515625,290.938232421875,259.816162109375,33.885879745444406,44.24632647916229,56.0,13,13,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,39.125,-91.375,1.0,True,1.0,True,True,853.375,291.801025390625,290.508544921875,259.944091796875,27.84295706900643,37.64108676781673,42.5,0,0,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.875,-91.625,1.0,True,1.0,True,True,1938.375,292.617431640625,290.463623046875,259.965576171875,24.60248446442392,33.39512916317176,57.0,13,10,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.875,-91.375,1.0,True,1.0,True,True,1564.875,293.133056640625,290.772216796875,259.886474609375,24.672831598349653,33.74159620910439,56.5,6,6,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.875,-91.125,0.8666666666666667,True,1.0,True,True,1223.75,294.238525390625,291.364013671875,259.921630859375,24.866801214277686,33.42604013338199,43.5,0,0,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.875,-90.375,1.0,True,1.0,True,True,554.0,296.119384765625,291.647216796875,260.092529296875,27.833095316590242,32.305497083795714,59.0,15,15,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.875,-90.125,1.0,True,1.0,True,True,408.125,296.572509765625,291.121826171875,260.089599609375,28.623423572525883,32.41839469968285,58.5,12,12,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.625,-91.875,1.0,True,0.9333333333333333,True,True,2494.0,294.511962890625,291.539794921875,260.042724609375,21.65578555702531,29.61404903867395,48.5,10,7,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.625,-91.625,1.0,True,1.0,True,True,2246.375,294.592041015625,291.223388671875,259.890380859375,21.60902577173266,30.248818844749124,55.0,14,8,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.625,-91.375,1.0,True,1.0,True,True,2167.625,294.672119140625,291.178466796875,259.883544921875,22.108849301529055,30.43653003642404,55.0,0,0,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.625,-91.125,1.0,True,1.0,True,True,1913.125,295.511962890625,291.660888671875,259.996826171875,22.916037824577394,30.17301402107816,56.5,15,15,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.625,-90.875,1.0,True,1.0,True,True,1689.875,295.650634765625,292.000732421875,260.162841796875,24.012481915646873,29.695718668996918,63.5,15,15,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.625,-90.625,1.0,True,1.0,True,True,1388.25,295.750244140625,292.123779296875,260.340576171875,25.33245614902456,29.329037560517374,57.0,15,9,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.625,-90.375,1.0,True,1.0,True,True,1166.5,296.185791015625,291.776123046875,260.497802734375,26.48268698656966,29.251927663127944,50.0,5,0,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.625,-88.625,1.0,True,1.0,True,True,950.5,297.250244140625,291.526123046875,260.440185546875,26.448839377879175,35.158605188403506,37.5,1,0,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.375,-91.875,1.0,True,1.0,True,True,2360.5,295.802978515625,291.772216796875,260.006591796875,18.087802528824426,26.716479964448737,51.0,7,7,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.375,-91.625,1.0,True,1.0,True,True,2372.5,295.687744140625,291.471435546875,259.997802734375,19.230146143104935,27.357900204335255,40.0,0,0,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.375,-91.375,1.0,True,1.0,True,True,2293.375,295.769775390625,291.426513671875,260.064208984375,20.645823237814206,27.26391953416745,45.0,0,0,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.375,-91.125,1.0,True,1.0,True,True,2255.375,295.623291015625,291.506591796875,260.176513671875,22.36366322555574,27.25356031195458,50.5,4,0,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.375,-90.875,1.0,True,1.0,True,True,2173.5,295.636962890625,291.768310546875,260.375732421875,24.216553456791143,27.41323297163807,56.0,12,9,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.375,-88.875,1.0,True,0.8,True,True,1314.125,296.494384765625,291.789794921875,260.698974609375,24.608384558732308,33.088665547188704,35.5,0,0,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.375,-88.625,1.0,True,1.0,True,True,1315.0,296.578369140625,291.842529296875,260.813232421875,24.27800202465058,33.01144716947724,36.5,0,0,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.125,-91.875,1.0,True,1.0,True,True,2204.0,295.685791015625,291.596435546875,260.459716796875,16.938152040296256,24.02968335886356,60.0,15,15,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.125,-91.625,1.0,True,1.0,True,True,2304.75,295.510009765625,291.297607421875,260.572021484375,18.689461755032998,24.051377863051126,59.5,15,15,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.125,-91.375,1.0,True,1.0,True,True,2282.25,295.271728515625,291.176513671875,260.551513671875,20.36859190988017,23.668722732014963,63.5,15,15,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.125,-91.125,1.0,True,1.0,True,True,2210.375,295.064697265625,291.262451171875,260.484130859375,22.289916120129543,24.16233247144285,58.5,10,7,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.125,-90.875,1.0,True,1.0,True,True,2149.5,295.129150390625,291.479248046875,260.619873046875,24.53012718986043,25.273811634545,44.5,1,0,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.125,-88.875,1.0,True,0.8666666666666667,True,True,1421.75,296.150634765625,292.108154296875,261.059326171875,22.709785017534983,31.086042328597202,45.5,11,7,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,38.125,-88.625,1.0,True,1.0,True,True,1395.75,296.113525390625,292.041748046875,261.155029296875,22.31417351547536,30.818201958659344,46.0,9,6,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,37.875,-91.875,1.0,True,1.0,True,True,2283.0,294.978759765625,291.526123046875,261.250732421875,18.283164052964295,23.248218887119066,65.0,15,12,0,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,37.875,-91.625,1.0,True,1.0,True,True,2273.25,294.295166015625,291.028076171875,261.309326171875,19.448087338739292,22.64371605531732,69.0,15,15,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,37.875,-91.375,1.0,True,1.0,True,True,2253.0,294.056884765625,290.885498046875,261.130615234375,20.71821609950646,22.33202320537327,61.5,10,10,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,37.875,-91.125,0.8,True,1.0,True,True,2189.625,294.000244140625,290.955810546875,260.862060546875,22.232018746035784,23.099690024857306,56.5,4,3,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,37.875,-88.625,1.0,True,1.0,True,True,1254.125,295.970947265625,292.322998046875,261.416748046875,21.029588392825595,29.052302664338157,62.0,15,15,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,37.625,-91.875,1.0,True,1.0,True,True,2373.875,293.517822265625,291.240966796875,261.859130859375,19.98657504658175,24.558818977323796,61.5,15,15,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,37.625,-91.625,1.0,True,1.0,True,True,2352.75,292.767822265625,290.729248046875,261.745849609375,20.43560423503895,23.955758171958884,58.0,15,12,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,37.625,-91.375,1.0,True,1.0,True,True,2250.75,292.429931640625,290.500732421875,261.571044921875,21.41639169346712,23.660986723866667,58.0,7,6,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,37.625,-88.875,1.0,True,1.0,True,True,1118.125,295.718994140625,292.416748046875,261.704833984375,21.231473863514147,27.945064040049772,58.5,15,15,1,0
active_20240508,primary,45,2024-05-08 21:00:00,2024-05-08 21:45:00,2024-05-08 22:15:00,37.625,-88.625,1.0,True,1.0,True,True,1145.25,295.683837890625,292.610107421875,261.637451171875,20.47374554893502,27.495648022235468,65.5,15,15,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.625,-90.125,0.8666666666666667,True,1.0,True,True,1122.25,300.10546875,291.9801025390625,260.508056640625,20.69313623011893,25.938609461483217,22.5,0,0,0,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.375,-90.625,1.0,True,1.0,True,True,878.5,299.541015625,292.0406494140625,260.239501953125,21.480758661307114,23.546949546001198,40.5,0,0,0,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.375,-90.375,1.0,True,1.0,True,True,975.75,298.96484375,292.3336181640625,260.548095703125,20.720725175819023,23.032875007640147,49.5,9,3,0,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.375,-90.125,1.0,True,1.0,True,True,1186.75,298.46484375,292.8082275390625,260.957275390625,19.289510678171297,22.217572194467316,40.5,0,0,0,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.375,-89.875,1.0,True,1.0,True,True,1208.75,297.34375,293.2047119140625,261.263916015625,17.857293120784437,22.038713085347272,56.5,7,0,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.375,-89.625,1.0,True,1.0,True,True,1330.125,296.517578125,293.0367431640625,261.405517578125,17.507445752955242,22.762665974598793,55.0,5,2,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.375,-89.375,0.9333333333333333,True,1.0,True,True,1435.25,296.12890625,292.5640869140625,261.533447265625,17.99515597959848,22.974136520249303,54.5,4,3,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.375,-89.125,1.0,True,1.0,True,True,1362.375,297.18359375,292.3062744140625,261.638916015625,18.512971041300702,22.025616622295846,57.5,14,14,0,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.125,-91.125,1.0,True,1.0,True,True,961.125,298.310546875,292.5914306640625,261.298095703125,26.291167810392235,21.668354909235294,57.0,10,8,0,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.125,-90.875,1.0,True,1.0,True,True,911.375,297.275390625,293.4351806640625,260.953369140625,23.615995219036154,19.516328879947892,58.5,14,11,0,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.125,-90.625,1.0,True,1.0,True,True,924.0,296.796875,292.9703369140625,260.956298828125,21.090889612896436,18.053996146815837,61.5,15,12,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.125,-90.375,1.0,True,1.0,True,True,1026.25,296.408203125,292.8258056640625,261.280517578125,19.055881688534004,16.53670963393803,59.5,15,15,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.125,-90.125,1.0,True,1.0,True,True,1237.125,296.412109375,292.7457275390625,261.659423828125,17.245953146187468,15.63473926289699,58.5,9,7,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.125,-89.875,1.0,True,1.0,True,True,1436.125,296.115234375,292.6715087890625,261.965087890625,16.39383596839226,17.039265496373716,62.5,15,14,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.125,-89.625,1.0,True,1.0,True,True,1664.625,295.728515625,292.6383056640625,262.179931640625,16.76833449475676,19.85441478044368,58.0,9,7,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,39.125,-89.375,1.0,True,1.0,True,True,1982.375,296.107421875,292.6871337890625,262.367431640625,17.867967741697143,21.196996726734515,43.5,0,0,0,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.875,-91.625,1.0,True,1.0,True,True,1267.75,298.8203125,292.6949462890625,262.011962890625,28.054710138867367,23.716846899898954,28.0,0,0,0,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.875,-91.375,1.0,True,1.0,True,True,1168.5,297.962890625,293.3101806640625,262.123291015625,27.926799699904183,20.583288406721945,56.5,5,4,0,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.875,-91.125,1.0,True,1.0,True,True,893.25,297.13671875,293.2691650390625,261.859619140625,26.765402650229685,17.979667852987326,59.5,15,15,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.875,-90.875,1.0,True,1.0,True,True,859.5,296.361328125,293.3804931640625,261.430908203125,24.068874044146362,15.728624677762607,57.5,7,4,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.875,-90.625,1.0,True,1.0,True,True,895.75,295.943359375,293.1402587890625,261.290283203125,20.898948687870195,13.27949668315189,67.0,15,15,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.875,-90.375,1.0,True,1.0,True,True,1030.75,295.70703125,292.8941650390625,261.590087890625,18.474296729804497,11.23072263490798,66.5,15,15,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.875,-90.125,1.0,True,1.0,True,True,1242.125,295.53125,292.7066650390625,262.073486328125,17.184028100236482,11.618910550857253,61.0,11,9,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.875,-89.875,1.0,True,1.0,True,True,1607.375,295.51953125,292.7105712890625,262.466064453125,16.758410952737115,15.442229270548667,49.0,2,0,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.875,-89.625,1.0,True,1.0,True,True,2209.75,295.70703125,292.7633056640625,262.672119140625,16.585909180497957,20.181390982163876,29.0,0,0,0,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.625,-91.875,1.0,True,1.0,True,True,2508.0,297.853515625,293.6929931640625,261.770751953125,27.959836568113115,24.36210218831782,42.0,0,0,0,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.625,-91.625,1.0,True,1.0,True,True,1618.375,297.32421875,293.6929931640625,261.936767578125,26.057436649389174,20.105290771074696,47.0,12,0,0,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.625,-91.375,1.0,True,1.0,True,True,1256.375,296.89453125,293.3394775390625,261.975830078125,24.98110559686668,16.55967412456188,60.0,15,15,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.625,-91.125,1.0,True,1.0,True,True,1071.875,296.189453125,293.1949462890625,261.775634765625,24.542569865683287,14.276214957934194,62.5,15,15,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.625,-90.875,1.0,True,1.0,True,True,1015.625,295.84765625,293.2379150390625,261.362548828125,23.06069418615456,12.204795456966822,68.5,15,15,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.625,-90.625,1.0,True,1.0,True,True,1234.625,295.91796875,293.1129150390625,261.166259765625,20.648327690858007,9.770721701745344,67.0,15,15,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.625,-90.375,1.0,True,1.0,True,True,1380.875,295.697265625,292.8687744140625,261.480712890625,18.907635364237848,9.091323856751941,60.0,15,15,1,0
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.625,-90.125,1.0,True,1.0,True,True,1568.625,295.427734375,292.8472900390625,262.071533203125,18.199405180911043,11.640097113395159,61.5,6,6,1,1
active_20240526,primary,30,2024-05-26 22:00:00,2024-05-26 22:30:00,2024-05-26 23:00:00,38.625,-89.875,1.0,True,1.0,True,True,2040.125,295.96875,293.0308837890625,262.559814453125,17.420471640054213,16.600642967409474,31.5,0,0,1,0
